date,season,competition,league_match,home_team,away_team,home_score,away_score,home_pen,away_pen,penalties,shootout_winner,neutral,venue,event_id,stage
1997-09-18,1997,MLS,True,Tampa Bay Mutiny,Columbus Crew SC,2,1,,,False,,False,,fbcsv-mls-1997-1997-09-18-Tampa Bay Mutiny-Columbus Crew SC,Regular
1997-09-19,1997,MLS,True,LA Galaxy,FC Dallas,2,1,,,False,,False,,fbcsv-mls-1997-1997-09-19-LA Galaxy-FC Dallas,Regular
1997-09-20,1997,MLS,True,New England Revolution,Red Bull New York,3,2,,,False,,False,,fbcsv-mls-1997-1997-09-20-New England Revolution-Red Bull New York,Regular
1997-09-21,1997,MLS,True,D.C. United,Tampa Bay Mutiny,1,2,,,False,,False,,fbcsv-mls-1997-1997-09-21-D.C. United-Tampa Bay Mutiny,Regular
1997-09-21,1997,MLS,True,San Jose Earthquakes,LA Galaxy,2,3,,,False,,False,,fbcsv-mls-1997-1997-09-21-San Jose Earthquakes-LA Galaxy,Regular
1997-09-25,1997,MLS,True,Red Bull New York,Columbus Crew SC,0,1,,,False,,False,,fbcsv-mls-1997-1997-09-25-Red Bull New York-Columbus Crew SC,Regular
1997-09-25,1997,MLS,True,FC Dallas,New England Revolution,1,2,,,False,,False,,fbcsv-mls-1997-1997-09-25-FC Dallas-New England Revolution,Regular
1997-09-26,1997,MLS,True,Tampa Bay Mutiny,D.C. United,1,5,,,False,,False,,fbcsv-mls-1997-1997-09-26-Tampa Bay Mutiny-D.C. United,Regular
1997-09-26,1997,MLS,True,Sporting Kansas City,Colorado Rapids,5,2,,,False,,False,,fbcsv-mls-1997-1997-09-26-Sporting Kansas City-Colorado Rapids,Regular
1997-09-28,1997,MLS,True,Columbus Crew SC,Tampa Bay Mutiny,2,1,,,False,,False,,fbcsv-mls-1997-1997-09-28-Columbus Crew SC-Tampa Bay Mutiny,Regular
1997-09-28,1997,MLS,True,D.C. United,Red Bull New York,1,3,,,False,,False,,fbcsv-mls-1997-1997-09-28-D.C. United-Red Bull New York,Regular
1997-09-28,1997,MLS,True,LA Galaxy,Sporting Kansas City,2,0,,,False,,False,,fbcsv-mls-1997-1997-09-28-LA Galaxy-Sporting Kansas City,Regular
1997-09-28,1997,MLS,True,San Jose Earthquakes,Colorado Rapids,1,3,,,False,,False,,fbcsv-mls-1997-1997-09-28-San Jose Earthquakes-Colorado Rapids,Regular
1997-10-04,1997,MLS,True,Sporting Kansas City,Colorado Rapids,0,3,,,False,,False,,fbcsv-mls-1997-1997-10-04-Sporting Kansas City-Colorado Rapids,Playoff
1997-10-05,1997,MLS,True,D.C. United,New England Revolution,4,1,,,False,,False,,fbcsv-mls-1997-1997-10-05-D.C. United-New England Revolution,Playoff
1997-10-05,1997,MLS,True,Tampa Bay Mutiny,Columbus Crew SC,1,2,,,False,,False,,fbcsv-mls-1997-1997-10-05-Tampa Bay Mutiny-Columbus Crew SC,Playoff
1997-10-08,1997,MLS,True,Colorado Rapids,Sporting Kansas City,3,2,,,False,,False,,fbcsv-mls-1997-1997-10-08-Colorado Rapids-Sporting Kansas City,Playoff
1997-10-08,1997,MLS,True,FC Dallas,LA Galaxy,3,0,,,False,,False,,fbcsv-mls-1997-1997-10-08-FC Dallas-LA Galaxy,Playoff
1997-10-08,1997,MLS,True,Columbus Crew SC,Tampa Bay Mutiny,2,0,,,False,,False,,fbcsv-mls-1997-1997-10-08-Columbus Crew SC-Tampa Bay Mutiny,Playoff
1997-10-12,1997,MLS,True,D.C. United,Columbus Crew SC,3,2,,,False,,False,,fbcsv-mls-1997-1997-10-12-D.C. United-Columbus Crew SC,Playoff
1997-10-12,1997,MLS,True,FC Dallas,Colorado Rapids,0,1,,,False,,False,,fbcsv-mls-1997-1997-10-12-FC Dallas-Colorado Rapids,Playoff
1997-10-15,1997,MLS,True,Columbus Crew SC,D.C. United,0,1,,,False,,False,,fbcsv-mls-1997-1997-10-15-Columbus Crew SC-D.C. United,Playoff
1997-10-15,1997,MLS,True,Colorado Rapids,FC Dallas,2,1,,,False,,False,,fbcsv-mls-1997-1997-10-15-Colorado Rapids-FC Dallas,Playoff
1997-10-26,1997,MLS,True,D.C. United,Colorado Rapids,2,1,,,False,,False,,fbcsv-mls-1997-1997-10-26-D.C. United-Colorado Rapids,Playoff
1998-03-14,1998,MLS,True,Miami Fusion,D.C. United,0,2,,,False,,False,,fbcsv-mls-1998-1998-03-14-Miami Fusion-D.C. United,Regular
1998-03-20,1998,MLS,True,D.C. United,Sporting Kansas City,3,2,,,False,,False,,fbcsv-mls-1998-1998-03-20-D.C. United-Sporting Kansas City,Regular
1998-03-20,1998,MLS,True,FC Dallas,Colorado Rapids,2,1,,,False,,False,,fbcsv-mls-1998-1998-03-20-FC Dallas-Colorado Rapids,Regular
1998-03-20,1998,MLS,True,LA Galaxy,San Jose Earthquakes,4,3,,,False,,False,,fbcsv-mls-1998-1998-03-20-LA Galaxy-San Jose Earthquakes,Regular
1998-03-20,1998,MLS,True,Miami Fusion,Chicago Fire,0,2,,,False,,False,,fbcsv-mls-1998-1998-03-20-Miami Fusion-Chicago Fire,Regular
1998-03-20,1998,MLS,True,Tampa Bay Mutiny,Columbus Crew SC,1,2,,,False,,False,,fbcsv-mls-1998-1998-03-20-Tampa Bay Mutiny-Columbus Crew SC,Regular
1998-03-25,1998,MLS,True,Tampa Bay Mutiny,Miami Fusion,0,1,,,False,,False,,fbcsv-mls-1998-1998-03-25-Tampa Bay Mutiny-Miami Fusion,Regular
1998-03-27,1998,MLS,True,San Jose Earthquakes,Colorado Rapids,2,3,,,False,,False,,fbcsv-mls-1998-1998-03-27-San Jose Earthquakes-Colorado Rapids,Regular
1998-03-27,1998,MLS,True,LA Galaxy,Red Bull New York,3,2,,,False,,False,,fbcsv-mls-1998-1998-03-27-LA Galaxy-Red Bull New York,Regular
1998-03-28,1998,MLS,True,D.C. United,New England Revolution,2,1,,,False,,False,,fbcsv-mls-1998-1998-03-28-D.C. United-New England Revolution,Regular
1998-03-28,1998,MLS,True,FC Dallas,Columbus Crew SC,2,1,,,False,,False,,fbcsv-mls-1998-1998-03-28-FC Dallas-Columbus Crew SC,Regular
1998-04-03,1998,MLS,True,Chicago Fire,Tampa Bay Mutiny,2,0,,,False,,False,,fbcsv-mls-1998-1998-04-03-Chicago Fire-Tampa Bay Mutiny,Regular
1998-04-03,1998,MLS,True,Colorado Rapids,LA Galaxy,0,1,,,False,,False,,fbcsv-mls-1998-1998-04-03-Colorado Rapids-LA Galaxy,Regular
1998-04-03,1998,MLS,True,Columbus Crew SC,D.C. United,2,1,,,False,,False,,fbcsv-mls-1998-1998-04-03-Columbus Crew SC-D.C. United,Regular
1998-04-03,1998,MLS,True,Miami Fusion,New England Revolution,2,1,,,False,,False,,fbcsv-mls-1998-1998-04-03-Miami Fusion-New England Revolution,Regular
1998-04-03,1998,MLS,True,Sporting Kansas City,Red Bull New York,2,0,,,False,,False,,fbcsv-mls-1998-1998-04-03-Sporting Kansas City-Red Bull New York,Regular
1998-04-04,1998,MLS,True,San Jose Earthquakes,FC Dallas,2,3,,,False,,False,,fbcsv-mls-1998-1998-04-04-San Jose Earthquakes-FC Dallas,Regular
1998-04-07,1998,MLS,True,Sporting Kansas City,Chicago Fire,1,0,,,False,,False,,fbcsv-mls-1998-1998-04-07-Sporting Kansas City-Chicago Fire,Regular
1998-04-10,1998,MLS,True,Columbus Crew SC,New England Revolution,3,2,,,False,,False,,fbcsv-mls-1998-1998-04-10-Columbus Crew SC-New England Revolution,Regular
1998-04-10,1998,MLS,True,D.C. United,Colorado Rapids,4,3,,,False,,False,,fbcsv-mls-1998-1998-04-10-D.C. United-Colorado Rapids,Regular
1998-04-10,1998,MLS,True,San Jose Earthquakes,Chicago Fire,1,0,,,False,,False,,fbcsv-mls-1998-1998-04-10-San Jose Earthquakes-Chicago Fire,Regular
1998-04-10,1998,MLS,True,Miami Fusion,Sporting Kansas City,2,1,,,False,,False,,fbcsv-mls-1998-1998-04-10-Miami Fusion-Sporting Kansas City,Regular
1998-04-10,1998,MLS,True,Tampa Bay Mutiny,FC Dallas,3,1,,,False,,False,,fbcsv-mls-1998-1998-04-10-Tampa Bay Mutiny-FC Dallas,Regular
1998-04-10,1998,MLS,True,Red Bull New York,LA Galaxy,2,3,,,False,,False,,fbcsv-mls-1998-1998-04-10-Red Bull New York-LA Galaxy,Regular
1998-04-16,1998,MLS,True,Chicago Fire,Red Bull New York,0,1,,,False,,False,,fbcsv-mls-1998-1998-04-16-Chicago Fire-Red Bull New York,Regular
1998-04-17,1998,MLS,True,Columbus Crew SC,Miami Fusion,5,1,,,False,,False,,fbcsv-mls-1998-1998-04-17-Columbus Crew SC-Miami Fusion,Regular
1998-04-17,1998,MLS,True,FC Dallas,San Jose Earthquakes,1,2,,,False,,False,,fbcsv-mls-1998-1998-04-17-FC Dallas-San Jose Earthquakes,Regular
1998-04-17,1998,MLS,True,New England Revolution,D.C. United,2,1,,,False,,False,,fbcsv-mls-1998-1998-04-17-New England Revolution-D.C. United,Regular
1998-04-17,1998,MLS,True,Sporting Kansas City,LA Galaxy,1,2,,,False,,False,,fbcsv-mls-1998-1998-04-17-Sporting Kansas City-LA Galaxy,Regular
1998-04-18,1998,MLS,True,Colorado Rapids,Tampa Bay Mutiny,3,0,,,False,,False,,fbcsv-mls-1998-1998-04-18-Colorado Rapids-Tampa Bay Mutiny,Regular
1998-04-24,1998,MLS,True,Colorado Rapids,Chicago Fire,5,4,,,False,,False,,fbcsv-mls-1998-1998-04-24-Colorado Rapids-Chicago Fire,Regular
1998-04-24,1998,MLS,True,FC Dallas,Sporting Kansas City,3,1,,,False,,False,,fbcsv-mls-1998-1998-04-24-FC Dallas-Sporting Kansas City,Regular
1998-04-24,1998,MLS,True,LA Galaxy,Tampa Bay Mutiny,5,1,,,False,,False,,fbcsv-mls-1998-1998-04-24-LA Galaxy-Tampa Bay Mutiny,Regular
1998-04-24,1998,MLS,True,New England Revolution,Miami Fusion,3,0,,,False,,False,,fbcsv-mls-1998-1998-04-24-New England Revolution-Miami Fusion,Regular
1998-04-24,1998,MLS,True,Red Bull New York,San Jose Earthquakes,4,3,,,False,,False,,fbcsv-mls-1998-1998-04-24-Red Bull New York-San Jose Earthquakes,Regular
1998-04-25,1998,MLS,True,D.C. United,Columbus Crew SC,2,1,,,False,,False,,fbcsv-mls-1998-1998-04-25-D.C. United-Columbus Crew SC,Regular
1998-04-28,1998,MLS,True,D.C. United,San Jose Earthquakes,3,1,,,False,,False,,fbcsv-mls-1998-1998-04-28-D.C. United-San Jose Earthquakes,Regular
1998-04-28,1998,MLS,True,Sporting Kansas City,LA Galaxy,0,2,,,False,,False,,fbcsv-mls-1998-1998-04-28-Sporting Kansas City-LA Galaxy,Regular
1998-04-29,1998,MLS,True,Tampa Bay Mutiny,Columbus Crew SC,0,1,,,False,,False,,fbcsv-mls-1998-1998-04-29-Tampa Bay Mutiny-Columbus Crew SC,Regular
1998-05-01,1998,MLS,True,Chicago Fire,D.C. United,1,3,,,False,,False,,fbcsv-mls-1998-1998-05-01-Chicago Fire-D.C. United,Regular
1998-05-01,1998,MLS,True,Miami Fusion,Colorado Rapids,3,2,,,False,,False,,fbcsv-mls-1998-1998-05-01-Miami Fusion-Colorado Rapids,Regular
1998-05-02,1998,MLS,True,San Jose Earthquakes,New England Revolution,1,3,,,False,,False,,fbcsv-mls-1998-1998-05-02-San Jose Earthquakes-New England Revolution,Regular
1998-05-02,1998,MLS,True,Tampa Bay Mutiny,Red Bull New York,0,1,,,False,,False,,fbcsv-mls-1998-1998-05-02-Tampa Bay Mutiny-Red Bull New York,Regular
1998-05-05,1998,MLS,True,LA Galaxy,Colorado Rapids,7,4,,,False,,False,,fbcsv-mls-1998-1998-05-05-LA Galaxy-Colorado Rapids,Regular
1998-05-05,1998,MLS,True,Red Bull New York,FC Dallas,0,1,,,False,,False,,fbcsv-mls-1998-1998-05-05-Red Bull New York-FC Dallas,Regular
1998-05-08,1998,MLS,True,Colorado Rapids,San Jose Earthquakes,2,3,,,False,,False,,fbcsv-mls-1998-1998-05-08-Colorado Rapids-San Jose Earthquakes,Regular
1998-05-08,1998,MLS,True,D.C. United,Red Bull New York,2,0,,,False,,False,,fbcsv-mls-1998-1998-05-08-D.C. United-Red Bull New York,Regular
1998-05-08,1998,MLS,True,Miami Fusion,Columbus Crew SC,2,0,,,False,,False,,fbcsv-mls-1998-1998-05-08-Miami Fusion-Columbus Crew SC,Regular
1998-05-09,1998,MLS,True,New England Revolution,Tampa Bay Mutiny,4,3,,,False,,False,,fbcsv-mls-1998-1998-05-09-New England Revolution-Tampa Bay Mutiny,Regular
1998-05-12,1998,MLS,True,D.C. United,New England Revolution,3,2,,,False,,False,,fbcsv-mls-1998-1998-05-12-D.C. United-New England Revolution,Regular
1998-05-12,1998,MLS,True,Tampa Bay Mutiny,Sporting Kansas City,2,1,,,False,,False,,fbcsv-mls-1998-1998-05-12-Tampa Bay Mutiny-Sporting Kansas City,Regular
1998-05-15,1998,MLS,True,FC Dallas,Colorado Rapids,2,1,,,False,,False,,fbcsv-mls-1998-1998-05-15-FC Dallas-Colorado Rapids,Regular
1998-05-15,1998,MLS,True,San Jose Earthquakes,Miami Fusion,2,0,,,False,,False,,fbcsv-mls-1998-1998-05-15-San Jose Earthquakes-Miami Fusion,Regular
1998-05-15,1998,MLS,True,Tampa Bay Mutiny,Chicago Fire,1,2,,,False,,False,,fbcsv-mls-1998-1998-05-15-Tampa Bay Mutiny-Chicago Fire,Regular
1998-05-15,1998,MLS,True,New England Revolution,Sporting Kansas City,1,3,,,False,,False,,fbcsv-mls-1998-1998-05-15-New England Revolution-Sporting Kansas City,Regular
1998-05-15,1998,MLS,True,Red Bull New York,D.C. United,4,3,,,False,,False,,fbcsv-mls-1998-1998-05-15-Red Bull New York-D.C. United,Regular
1998-05-16,1998,MLS,True,Columbus Crew SC,LA Galaxy,2,4,,,False,,False,,fbcsv-mls-1998-1998-05-16-Columbus Crew SC-LA Galaxy,Regular
1998-05-19,1998,MLS,True,Chicago Fire,LA Galaxy,3,1,,,False,,False,,fbcsv-mls-1998-1998-05-19-Chicago Fire-LA Galaxy,Regular
1998-05-19,1998,MLS,True,FC Dallas,Sporting Kansas City,1,2,,,False,,False,,fbcsv-mls-1998-1998-05-19-FC Dallas-Sporting Kansas City,Regular
1998-05-21,1998,MLS,True,New England Revolution,Columbus Crew SC,0,2,,,False,,False,,fbcsv-mls-1998-1998-05-21-New England Revolution-Columbus Crew SC,Regular
1998-05-22,1998,MLS,True,Chicago Fire,Colorado Rapids,5,0,,,False,,False,,fbcsv-mls-1998-1998-05-22-Chicago Fire-Colorado Rapids,Regular
1998-05-22,1998,MLS,True,D.C. United,Tampa Bay Mutiny,3,2,,,False,,False,,fbcsv-mls-1998-1998-05-22-D.C. United-Tampa Bay Mutiny,Regular
1998-05-22,1998,MLS,True,LA Galaxy,FC Dallas,4,1,,,False,,False,,fbcsv-mls-1998-1998-05-22-LA Galaxy-FC Dallas,Regular
1998-05-22,1998,MLS,True,Red Bull New York,Miami Fusion,4,2,,,False,,False,,fbcsv-mls-1998-1998-05-22-Red Bull New York-Miami Fusion,Regular
1998-05-22,1998,MLS,True,Sporting Kansas City,San Jose Earthquakes,0,1,,,False,,False,,fbcsv-mls-1998-1998-05-22-Sporting Kansas City-San Jose Earthquakes,Regular
1998-05-26,1998,MLS,True,Sporting Kansas City,Columbus Crew SC,2,1,,,False,,False,,fbcsv-mls-1998-1998-05-26-Sporting Kansas City-Columbus Crew SC,Regular
1998-05-27,1998,MLS,True,Colorado Rapids,Miami Fusion,3,0,,,False,,False,,fbcsv-mls-1998-1998-05-27-Colorado Rapids-Miami Fusion,Regular
1998-05-29,1998,MLS,True,Columbus Crew SC,San Jose Earthquakes,4,1,,,False,,False,,fbcsv-mls-1998-1998-05-29-Columbus Crew SC-San Jose Earthquakes,Regular
1998-05-29,1998,MLS,True,LA Galaxy,Chicago Fire,1,2,,,False,,False,,fbcsv-mls-1998-1998-05-29-LA Galaxy-Chicago Fire,Regular
1998-05-29,1998,MLS,True,Tampa Bay Mutiny,D.C. United,1,2,,,False,,False,,fbcsv-mls-1998-1998-05-29-Tampa Bay Mutiny-D.C. United,Regular
1998-05-30,1998,MLS,True,Colorado Rapids,Sporting Kansas City,2,1,,,False,,False,,fbcsv-mls-1998-1998-05-30-Colorado Rapids-Sporting Kansas City,Regular
1998-05-30,1998,MLS,True,FC Dallas,Miami Fusion,2,0,,,False,,False,,fbcsv-mls-1998-1998-05-30-FC Dallas-Miami Fusion,Regular
1998-05-30,1998,MLS,True,New England Revolution,Red Bull New York,1,2,,,False,,False,,fbcsv-mls-1998-1998-05-30-New England Revolution-Red Bull New York,Regular
1998-06-02,1998,MLS,True,San Jose Earthquakes,D.C. United,0,4,,,False,,False,,fbcsv-mls-1998-1998-06-02-San Jose Earthquakes-D.C. United,Regular
1998-06-02,1998,MLS,True,Red Bull New York,Tampa Bay Mutiny,1,2,,,False,,False,,fbcsv-mls-1998-1998-06-02-Red Bull New York-Tampa Bay Mutiny,Regular
1998-06-03,1998,MLS,True,FC Dallas,LA Galaxy,1,8,,,False,,False,,fbcsv-mls-1998-1998-06-03-FC Dallas-LA Galaxy,Regular
1998-06-05,1998,MLS,True,Chicago Fire,Columbus Crew SC,2,0,,,False,,False,,fbcsv-mls-1998-1998-06-05-Chicago Fire-Columbus Crew SC,Regular
1998-06-05,1998,MLS,True,Colorado Rapids,San Jose Earthquakes,2,0,,,False,,False,,fbcsv-mls-1998-1998-06-05-Colorado Rapids-San Jose Earthquakes,Regular
1998-06-05,1998,MLS,True,Sporting Kansas City,Tampa Bay Mutiny,1,0,,,False,,False,,fbcsv-mls-1998-1998-06-05-Sporting Kansas City-Tampa Bay Mutiny,Regular
1998-06-06,1998,MLS,True,D.C. United,FC Dallas,4,5,,,False,,False,,fbcsv-mls-1998-1998-06-06-D.C. United-FC Dallas,Regular
1998-06-06,1998,MLS,True,LA Galaxy,New England Revolution,5,1,,,False,,False,,fbcsv-mls-1998-1998-06-06-LA Galaxy-New England Revolution,Regular
1998-06-06,1998,MLS,True,Miami Fusion,Red Bull New York,1,2,,,False,,False,,fbcsv-mls-1998-1998-06-06-Miami Fusion-Red Bull New York,Regular
1998-06-10,1998,MLS,True,Chicago Fire,San Jose Earthquakes,5,2,,,False,,False,,fbcsv-mls-1998-1998-06-10-Chicago Fire-San Jose Earthquakes,Regular
1998-06-12,1998,MLS,True,Columbus Crew SC,D.C. United,3,4,,,False,,False,,fbcsv-mls-1998-1998-06-12-Columbus Crew SC-D.C. United,Regular
1998-06-12,1998,MLS,True,Red Bull New York,Miami Fusion,3,1,,,False,,False,,fbcsv-mls-1998-1998-06-12-Red Bull New York-Miami Fusion,Regular
1998-06-13,1998,MLS,True,New England Revolution,Chicago Fire,1,3,,,False,,False,,fbcsv-mls-1998-1998-06-13-New England Revolution-Chicago Fire,Regular
1998-06-16,1998,MLS,True,Chicago Fire,FC Dallas,1,0,,,False,,False,,fbcsv-mls-1998-1998-06-16-Chicago Fire-FC Dallas,Regular
1998-06-17,1998,MLS,True,LA Galaxy,Colorado Rapids,2,1,,,False,,False,,fbcsv-mls-1998-1998-06-17-LA Galaxy-Colorado Rapids,Regular
1998-06-19,1998,MLS,True,Columbus Crew SC,Red Bull New York,2,1,,,False,,False,,fbcsv-mls-1998-1998-06-19-Columbus Crew SC-Red Bull New York,Regular
1998-06-20,1998,MLS,True,FC Dallas,Tampa Bay Mutiny,0,1,,,False,,False,,fbcsv-mls-1998-1998-06-20-FC Dallas-Tampa Bay Mutiny,Regular
1998-06-23,1998,MLS,True,Chicago Fire,Sporting Kansas City,4,1,,,False,,False,,fbcsv-mls-1998-1998-06-23-Chicago Fire-Sporting Kansas City,Regular
1998-06-23,1998,MLS,True,Red Bull New York,New England Revolution,5,3,,,False,,False,,fbcsv-mls-1998-1998-06-23-Red Bull New York-New England Revolution,Regular
1998-06-24,1998,MLS,True,Colorado Rapids,D.C. United,3,1,,,False,,False,,fbcsv-mls-1998-1998-06-24-Colorado Rapids-D.C. United,Regular
1998-06-26,1998,MLS,True,San Jose Earthquakes,LA Galaxy,1,2,,,False,,False,,fbcsv-mls-1998-1998-06-26-San Jose Earthquakes-LA Galaxy,Regular
1998-06-26,1998,MLS,True,Miami Fusion,Tampa Bay Mutiny,2,1,,,False,,False,,fbcsv-mls-1998-1998-06-26-Miami Fusion-Tampa Bay Mutiny,Regular
1998-06-26,1998,MLS,True,New England Revolution,FC Dallas,3,4,,,False,,False,,fbcsv-mls-1998-1998-06-26-New England Revolution-FC Dallas,Regular
1998-06-30,1998,MLS,True,Chicago Fire,FC Dallas,4,1,,,False,,False,,fbcsv-mls-1998-1998-06-30-Chicago Fire-FC Dallas,Regular
1998-06-30,1998,MLS,True,Sporting Kansas City,New England Revolution,1,0,,,False,,False,,fbcsv-mls-1998-1998-06-30-Sporting Kansas City-New England Revolution,Regular
1998-07-01,1998,MLS,True,D.C. United,Miami Fusion,3,1,,,False,,False,,fbcsv-mls-1998-1998-07-01-D.C. United-Miami Fusion,Regular
1998-07-02,1998,MLS,True,San Jose Earthquakes,Columbus Crew SC,2,1,,,False,,False,,fbcsv-mls-1998-1998-07-02-San Jose Earthquakes-Columbus Crew SC,Regular
1998-07-03,1998,MLS,True,Colorado Rapids,Red Bull New York,1,0,,,False,,False,,fbcsv-mls-1998-1998-07-03-Colorado Rapids-Red Bull New York,Regular
1998-07-03,1998,MLS,True,FC Dallas,Chicago Fire,0,1,,,False,,False,,fbcsv-mls-1998-1998-07-03-FC Dallas-Chicago Fire,Regular
1998-07-03,1998,MLS,True,LA Galaxy,Sporting Kansas City,2,0,,,False,,False,,fbcsv-mls-1998-1998-07-03-LA Galaxy-Sporting Kansas City,Regular
1998-07-03,1998,MLS,True,Tampa Bay Mutiny,New England Revolution,2,3,,,False,,False,,fbcsv-mls-1998-1998-07-03-Tampa Bay Mutiny-New England Revolution,Regular
1998-07-08,1998,MLS,True,Columbus Crew SC,Chicago Fire,3,0,,,False,,False,,fbcsv-mls-1998-1998-07-08-Columbus Crew SC-Chicago Fire,Regular
1998-07-10,1998,MLS,True,Colorado Rapids,New England Revolution,2,1,,,False,,False,,fbcsv-mls-1998-1998-07-10-Colorado Rapids-New England Revolution,Regular
1998-07-10,1998,MLS,True,D.C. United,LA Galaxy,3,0,,,False,,False,,fbcsv-mls-1998-1998-07-10-D.C. United-LA Galaxy,Regular
1998-07-10,1998,MLS,True,Red Bull New York,Tampa Bay Mutiny,1,2,,,False,,False,,fbcsv-mls-1998-1998-07-10-Red Bull New York-Tampa Bay Mutiny,Regular
1998-07-10,1998,MLS,True,Sporting Kansas City,FC Dallas,2,0,,,False,,False,,fbcsv-mls-1998-1998-07-10-Sporting Kansas City-FC Dallas,Regular
1998-07-14,1998,MLS,True,Miami Fusion,San Jose Earthquakes,3,2,,,False,,False,,fbcsv-mls-1998-1998-07-14-Miami Fusion-San Jose Earthquakes,Regular
1998-07-14,1998,MLS,True,Tampa Bay Mutiny,LA Galaxy,1,3,,,False,,False,,fbcsv-mls-1998-1998-07-14-Tampa Bay Mutiny-LA Galaxy,Regular
1998-07-14,1998,MLS,True,New England Revolution,D.C. United,0,1,,,False,,False,,fbcsv-mls-1998-1998-07-14-New England Revolution-D.C. United,Regular
1998-07-17,1998,MLS,True,D.C. United,Chicago Fire,4,1,,,False,,False,,fbcsv-mls-1998-1998-07-17-D.C. United-Chicago Fire,Regular
1998-07-17,1998,MLS,True,FC Dallas,New England Revolution,1,3,,,False,,False,,fbcsv-mls-1998-1998-07-17-FC Dallas-New England Revolution,Regular
1998-07-17,1998,MLS,True,San Jose Earthquakes,Tampa Bay Mutiny,0,1,,,False,,False,,fbcsv-mls-1998-1998-07-17-San Jose Earthquakes-Tampa Bay Mutiny,Regular
1998-07-17,1998,MLS,True,LA Galaxy,Miami Fusion,2,3,,,False,,False,,fbcsv-mls-1998-1998-07-17-LA Galaxy-Miami Fusion,Regular
1998-07-18,1998,MLS,True,Red Bull New York,Columbus Crew SC,3,0,,,False,,False,,fbcsv-mls-1998-1998-07-18-Red Bull New York-Columbus Crew SC,Regular
1998-07-18,1998,MLS,True,Sporting Kansas City,Colorado Rapids,4,1,,,False,,False,,fbcsv-mls-1998-1998-07-18-Sporting Kansas City-Colorado Rapids,Regular
1998-07-24,1998,MLS,True,Columbus Crew SC,FC Dallas,1,2,,,False,,False,,fbcsv-mls-1998-1998-07-24-Columbus Crew SC-FC Dallas,Regular
1998-07-24,1998,MLS,True,San Jose Earthquakes,Sporting Kansas City,2,1,,,False,,False,,fbcsv-mls-1998-1998-07-24-San Jose Earthquakes-Sporting Kansas City,Regular
1998-07-24,1998,MLS,True,LA Galaxy,D.C. United,0,1,,,False,,False,,fbcsv-mls-1998-1998-07-24-LA Galaxy-D.C. United,Regular
1998-07-24,1998,MLS,True,Tampa Bay Mutiny,Colorado Rapids,2,3,,,False,,False,,fbcsv-mls-1998-1998-07-24-Tampa Bay Mutiny-Colorado Rapids,Regular
1998-07-24,1998,MLS,True,Red Bull New York,Chicago Fire,3,2,,,False,,False,,fbcsv-mls-1998-1998-07-24-Red Bull New York-Chicago Fire,Regular
1998-07-25,1998,MLS,True,New England Revolution,Miami Fusion,1,2,,,False,,False,,fbcsv-mls-1998-1998-07-25-New England Revolution-Miami Fusion,Regular
1998-07-28,1998,MLS,True,D.C. United,Tampa Bay Mutiny,3,2,,,False,,False,,fbcsv-mls-1998-1998-07-28-D.C. United-Tampa Bay Mutiny,Regular
1998-07-28,1998,MLS,True,FC Dallas,LA Galaxy,3,0,,,False,,False,,fbcsv-mls-1998-1998-07-28-FC Dallas-LA Galaxy,Regular
1998-07-28,1998,MLS,True,San Jose Earthquakes,Chicago Fire,3,0,,,False,,False,,fbcsv-mls-1998-1998-07-28-San Jose Earthquakes-Chicago Fire,Regular
1998-07-28,1998,MLS,True,Miami Fusion,Columbus Crew SC,3,2,,,False,,False,,fbcsv-mls-1998-1998-07-28-Miami Fusion-Columbus Crew SC,Regular
1998-07-28,1998,MLS,True,New England Revolution,Colorado Rapids,1,3,,,False,,False,,fbcsv-mls-1998-1998-07-28-New England Revolution-Colorado Rapids,Regular
1998-07-28,1998,MLS,True,Red Bull New York,Sporting Kansas City,3,2,,,False,,False,,fbcsv-mls-1998-1998-07-28-Red Bull New York-Sporting Kansas City,Regular
1998-08-04,1998,MLS,True,Colorado Rapids,LA Galaxy,1,6,,,False,,False,,fbcsv-mls-1998-1998-08-04-Colorado Rapids-LA Galaxy,Regular
1998-08-04,1998,MLS,True,New England Revolution,San Jose Earthquakes,3,0,,,False,,False,,fbcsv-mls-1998-1998-08-04-New England Revolution-San Jose Earthquakes,Regular
1998-08-05,1998,MLS,True,Tampa Bay Mutiny,Miami Fusion,3,1,,,False,,False,,fbcsv-mls-1998-1998-08-05-Tampa Bay Mutiny-Miami Fusion,Regular
1998-08-06,1998,MLS,True,FC Dallas,D.C. United,0,1,,,False,,False,,fbcsv-mls-1998-1998-08-06-FC Dallas-D.C. United,Regular
1998-08-07,1998,MLS,True,Chicago Fire,LA Galaxy,1,2,,,False,,False,,fbcsv-mls-1998-1998-08-07-Chicago Fire-LA Galaxy,Regular
1998-08-07,1998,MLS,True,Columbus Crew SC,New England Revolution,6,1,,,False,,False,,fbcsv-mls-1998-1998-08-07-Columbus Crew SC-New England Revolution,Regular
1998-08-07,1998,MLS,True,Sporting Kansas City,Colorado Rapids,3,1,,,False,,False,,fbcsv-mls-1998-1998-08-07-Sporting Kansas City-Colorado Rapids,Regular
